Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Denis Genreau","auAUS","MF","Toulouse","frLigue 1","25","1999","2.5","160","6","26","68","67","7","160","3","1","33.3","2","66.7","79","451","254","9","6","1","5","4","98","7",
"Tyrique George","engENG","FW","Chelsea","engPremier League","18","2006","2.0","70","1","11","21","39","9","70","5","3","60.0","2","40.0","46","373","209","9","1","5","3","0","53","22",
"Yannick Gerhardt","deGER","MF,DF","Wolfsburg","deBundesliga","30","1994","16.9","854","49","222","407","231","32","854","8","1","12.5","7","87.5","438","1950","1001","27","14","5","19","3","519","63",
"Max Geschwill","deGER","DF","Holstein Kiel","deBundesliga","23","2001","14.2","827","80","412","348","72","13","827","5","2","40.0","3","60.0","379","1631","781","6","4","0","5","2","478","16",
"Daniele Ghilardi","itITA","DF","Hellas Verona","itSerie A","21","2003","22.5","1070","118","479","529","67","18","1070","9","2","22.2","2","22.2","529","2685","1318","16","16","1","9","2","606","7",
"Lautaro Gianetti","arARG","DF","Udinese","itSerie A","30","1993","9.8","499","104","288","195","18","8","499","2","0","0.0","2","100.0","207","860","266","0","1","1","2","0","256","3",
"Dimitris Giannoulis","grGRE","DF","Augsburg","deBundesliga","28","1995","29.4","1802","81","474","722","626","48","1802","82","29","35.4","48","58.5","845","4024","2189","60","37","12","49","13","968","164",
"Morgan Gibbs-White","engENG","MF","Nott'ham Forest","engPremier League","24","2000","31.1","1626","35","185","830","636","92","1626","77","31","40.3","35","45.5","923","5093","2566","69","52","13","70","44","1226","136",
"Samuel Gigot","frFRA","DF","Lazio","itSerie A","30","1993","7.6","391","54","186","185","22","8","391","2","1","50.0","1","50.0","205","851","467","7","3","0","4","1","258","5",
"Armin Gigovic","baBIH","MF","Holstein Kiel","deBundesliga","22","2002","21.1","935","56","240","509","201","38","935","55","20","36.4","26","47.3","476","2986","1268","37","23","7","45","23","536","45",
"Bryan Gil","esESP","FW,MF","Girona","esLa Liga","23","2001","19.1","1019","9","110","356","568","82","1019","104","41","39.4","52","50.0","715","4663","2103","76","43","34","56","39","795","210",
"Mario Gila","esESP","DF","Lazio","itSerie A","23","2000","30.5","2339","241","976","1249","133","28","2339","15","4","26.7","8","53.3","1477","8485","4757","48","37","0","17","7","1673","12",
"Billy Gilmour","sctSCO","MF","Brighton","engPremier League","23","2001","1.1","73","2","14","46","13","0","73","2","1","50.0","1","50.0","44","210","117","2","0","0","0","0","58","2",
"Billy Gilmour","sctSCO","MF","Napoli","itSerie A","23","2001","13.1","1006","43","263","587","157","5","1006","10","5","50.0","4","40.0","540","2182","991","11","12","0","11","5","782","18",
"Benedikt Gimber","deGER","DF","Heidenheim","deBundesliga","27","1997","29.7","1643","199","939","664","59","22","1643","16","8","50.0","4","25.0","865","3784","1673","7","9","0","25","7","965","8",
"Santiago Giménez","mxMEX","FW","Milan","itSerie A","23","2001","7.4","189","13","24","71","97","37","188","19","7","36.8","12","63.2","101","526","282","13","5","5","22","2","121","38",
"Gvidas Gineitis","ltLTU","MF","Torino","itSerie A","20","2004","15.9","715","36","145","327","250","24","715","17","8","47.1","6","35.3","388","1722","826","15","10","4","25","10","427","43",
"Matthias Ginter","deGER","DF","Freiburg","deBundesliga","30","1994","28.5","1816","198","845","866","113","56","1816","6","4","66.7","2","33.3","991","5064","2819","11","12","1","10","0","1205","16",
"Jamie Gittens","engENG","FW,MF","Dortmund","deBundesliga","19","2004","19.7","873","8","85","293","520","110","873","171","77","45.0","72","42.1","627","5171","2826","113","56","63","49","35","653","180",
"Serge Gnabry","deGER","FW,MF","Bayern Munich","deBundesliga","29","1995","13.8","758","9","68","288","407","96","757","40","18","45.0","20","50.0","468","2491","1226","44","22","25","25","7","581","149",
"Ben Godfrey","engENG","DF","Ipswich Town","engPremier League","26","1998","1.8","68","6","26","33","9","1","68","0","0","","0","","33","202","79","2","2","0","2","1","42","1",
"Ben Godfrey","engENG","DF","Atalanta","itSerie A","26","1998","0.3","12","0","2","9","1","1","12","0","0","","0","","6","11","2","0","0","0","1","0","8","1",
"Martial Godo","engENG","FW,DF","Fulham","engPremier League","21","2003","0.3","25","0","1","7","17","7","25","4","1","25.0","3","75.0","18","155","87","2","0","2","0","0","15","6",
"Saba Goglichidze","geGEO","DF","Empoli","itSerie A","20","2004","28.2","1200","108","607","550","59","13","1200","10","4","40.0","4","40.0","564","2689","1198","12","13","2","19","5","663","9",
"Edoardo Goldaniga","itITA","DF","Como","itSerie A","30","1993","28.1","1757","154","848","800","117","25","1757","7","3","42.9","4","57.1","1008","5274","2711","20","16","0","10","8","1189","8",
"Michael Golding","engENG","MF","Leicester City","engPremier League","18","2006","0.0","0","0","0","0","0","0","0","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Pierluigi Gollini","itITA","GK","Genoa","itSerie A","29","1995","7.0","269","220","268","1","0","0","269","0","0","","0","","131","705","467","0","0","0","0","0","140","0",
"Aleksandr Golovin","ruRUS","MF,FW","Monaco","frLigue 1","28","1996","12.8","840","7","108","444","302","31","840","37","22","59.5","12","32.4","504","2977","1536","39","36","9","27","18","563","72",
"André Gomes","ptPOR","MF","Lille","frLigue 1","31","1993","14.2","1086","28","178","681","232","13","1086","24","10","41.7","14","58.3","632","2379","1075","18","19","0","25","19","862","28",
"Angel Gomes","engENG","MF","Lille","frLigue 1","23","2000","8.2","410","2","40","224","150","18","409","10","5","50.0","4","40.0","249","1322","668","15","17","3","11","3","330","47",
"João Gomes","brBRA","MF","Wolves","engPremier League","23","2001","33.0","1998","62","431","1105","491","45","1998","65","30","46.2","28","43.1","1059","6216","2843","59","51","6","43","51","1335","76",
"Rodrigo Gomes","ptPOR","DF,FW","Wolves","engPremier League","21","2003","9.0","417","24","101","141","182","29","417","15","5","33.3","7","46.7","217","1388","805","23","18","7","21","9","246","81",
"Toti Gomes","ptPOR","DF","Wolves","engPremier League","25","1999","29.0","2027","217","942","1000","108","17","2027","32","20","62.5","10","31.3","1205","5793","3203","27","20","0","20","15","1387","18",
"Carlos Gómez","coCOL","MF,DF","Rennes","frLigue 1","21","2002","4.2","180","4","17","69","96","17","180","22","8","36.4","14","63.6","117","575","260","9","3","5","13","6","128","47",
"Dani Gómez","esESP","FW","Valencia","esLa Liga","26","1998","5.9","137","4","12","49","78","22","137","10","3","30.0","7","70.0","71","319","103","3","4","2","11","8","90","24",
"Diego Gómez","pyPAR","MF","Brighton","engPremier League","21","2003","5.7","403","21","87","212","109","10","403","12","6","50.0","6","50.0","193","746","365","8","4","0","10","9","247","23",
"Joe Gomez","engENG","DF","Liverpool","engPremier League","27","1997","5.8","481","54","183","264","37","5","481","0","0","","0","","303","1638","947","5","2","1","1","2","335","2",
"Moi Gómez","esESP","MF,FW","Osasuna","esLa Liga","30","1994","8.8","571","6","92","337","146","7","571","26","14","53.8","11","42.3","353","1545","524","13","10","1","10","8","402","16",
"Sergi Gómez","esESP","DF","Espanyol","esLa Liga","32","1992","7.4","419","65","280","131","8","4","419","0","0","","0","","222","851","376","0","0","0","1","0","292","1",
"Sergio Gómez","esESP","MF,DF","Real Sociedad","esLa Liga","23","2000","30.4","1724","38","292","746","708","52","1724","51","22","43.1","25","49.0","843","4335","1912","43","46","6","45","16","1025","154",
"Unai Gómez","esESP","MF,FW","Athletic Club","esLa Liga","21","2003","14.3","439","20","63","215","168","21","439","29","12","41.4","12","41.4","235","1270","617","19","17","3","23","21","271","49",
"Tidiam Gomis","frFRA","MF,FW","RB Leipzig","deBundesliga","17","2006","1.7","70","0","6","25","40","10","70","7","5","71.4","1","14.3","33","247","143","5","2","1","4","3","47","14",
"Fabio González","esESP","MF","Las Palmas","esLa Liga","27","1997","0.6","57","1","5","41","11","2","57","0","0","","0","","37","178","85","0","0","0","1","0","42","0",
"Nicolás González","esESP","MF","Manchester City","engPremier League","22","2002","8.4","713","18","116","439","161","10","713","6","1","16.7","3","50.0","425","1824","729","9","12","3","8","11","535","11",
"Nicolás González","arARG","FW,MF","Juventus","itSerie A","26","1998","19.4","883","44","158","363","376","65","883","53","17","32.1","30","56.6","458","2797","1271","35","40","10","38","15","611","123",
"Peter González","doDOM","MF,FW","Getafe","esLa Liga","22","2002","5.3","211","3","29","68","119","16","211","15","3","20.0","10","66.7","111","622","187","8","5","4","17","15","122","33",
"Urko González","esESP","MF","Espanyol","esLa Liga","23","2001","15.3","610","65","205","334","83","11","610","17","6","35.3","10","58.8","306","1953","1133","18","14","3","18","12","316","8",
"Urko González","esESP","MF","Real Sociedad","esLa Liga","23","2001","0.5","20","2","7","10","3","1","20","0","0","","0","","12","41","5","0","0","0","1","2","18","0",
"Anthony Gordon","engENG","FW,MF","Newcastle Utd","engPremier League","23","2001","27.0","1267","16","125","475","687","128","1265","103","38","36.9","47","45.6","818","6099","3295","121","62","56","36","38","924","214",
"Leon Goretzka","deGER","MF,DF","Bayern Munich","deBundesliga","29","1995","14.7","1373","47","224","868","289","27","1373","8","7","87.5","1","12.5","794","4253","2279","35","35","3","4","4","1051","28",
"Mathieu Gorgelin","frFRA","GK","Le Havre","frLigue 1","33","1990","16.0","576","462","572","4","0","0","576","1","1","100.0","0","0.0","322","1556","949","0","0","0","1","0","277","0",
"Andoni Gorosabel","esESP","DF","Athletic Club","esLa Liga","27","1996","16.5","1084","43","292","547","252","13","1084","14","7","50.0","7","50.0","432","1605","691","17","18","3","18","14","554","59",
"Robin Gosens","deGER","DF","Fiorentina","itSerie A","30","1994","28.0","1606","85","515","702","400","56","1606","10","4","40.0","5","50.0","781","3358","1641","31","21","1","31","5","962","91",
"Robin Gosens","deGER","DF","Union Berlin","deBundesliga","30","1994","1.0","51","1","12","20","19","1","51","0","0","","0","","17","61","37","1","2","0","2","0","26","5",
"Mario Götze","deGER","MF,FW","Eint Frankfurt","deBundesliga","32","1992","17.1","986","12","158","493","347","43","986","23","9","39.1","12","52.2","617","2456","1214","29","23","6","26","27","706","96",
"Amine Gouiri","dzALG","FW,MF","Marseille","frLigue 1","24","2000","11.6","472","3","15","150","311","82","472","22","10","45.5","11","50.0","248","1021","451","17","10","11","22","15","328","97",
"Amine Gouiri","dzALG","MF,FW","Rennes","frLigue 1","24","2000","11.5","474","5","43","220","217","47","474","33","15","45.5","16","48.5","266","1398","692","22","9","11","20","21","354","63",
"Lucas Gourna-Douath","frFRA","MF","Roma","itSerie A","20","2003","2.5","147","1","26","90","33","3","147","5","2","40.0","2","40.0","76","324","166","4","2","1","1","5","104","9",
"Jeffrey Gouweleeuw","nlNED","DF","Augsburg","deBundesliga","33","1991","32.7","2061","260","925","1000","152","42","2060","12","7","58.3","5","41.7","1169","6129","3400","24","24","1","19","6","1234","19",
"Kamil Grabara","plPOL","GK","Wolfsburg","deBundesliga","25","1999","28.7","1224","880","1195","29","0","0","1224","2","2","100.0","0","0.0","708","3037","1760","0","0","0","0","0","675","0",
"Jonathan Gradit","frFRA","DF","Lens","frLigue 1","31","1992","23.5","1594","159","629","854","117","22","1594","9","3","33.3","5","55.6","865","3570","1960","18","15","0","11","3","1086","4",
"José Gragera","esESP","MF","Espanyol","esLa Liga","23","2000","6.3","284","13","74","190","21","4","284","4","1","25.0","2","50.0","119","457","216","1","0","0","3","1","164","3",
"Samuel Grandsir","frFRA","MF,FW","Le Havre","frLigue 1","27","1996","0.9","42","0","4","22","16","0","42","2","0","0.0","2","100.0","24","182","102","5","0","0","0","1","23","5",
"Alberto Grassi","itITA","MF","Empoli","itSerie A","29","1995","24.5","1058","67","290","615","166","26","1058","12","5","41.7","6","50.0","441","2181","847","18","12","1","26","18","542","24",
"Ryan Gravenberch","nlNED","MF","Liverpool","engPremier League","22","2002","35.1","2343","117","509","1354","512","26","2343","81","37","45.7","30","37.0","1396","7452","3742","70","75","10","55","26","1669","55",
"Archie Gray","engENG","DF,MF","Tottenham","engPremier League","18","2006","19.5","1286","150","609","582","106","3","1286","13","7","53.8","5","38.5","878","4023","1678","7","5","0","12","11","941","17",
"Jack Grealish","engENG","FW,MF","Manchester City","engPremier League","28","1995","8.0","521","15","42","162","324","71","521","29","13","44.8","9","31.0","376","2881","1714","69","23","46","10","16","423","118",
"Jacob Greaves","engENG","DF","Ipswich Town","engPremier League","23","2000","24.5","1404","276","746","568","95","22","1404","6","4","66.7","1","16.7","619","2881","1268","11","11","0","10","2","851","11",
"Mason Greenwood","engENG","FW,MF","Marseille","frLigue 1","22","2001","31.2","1746","4","107","726","929","151","1737","129","54","41.9","66","51.2","1214","7040","3609","126","71","67","63","44","1451","295",
"Michael Gregoritsch","atAUT","FW","Freiburg","deBundesliga","30","1994","7.1","220","6","27","96","99","33","220","7","4","57.1","3","42.9","94","425","202","6","3","3","14","9","149","36",
"Dominik Greif","skSVK","GK","Mallorca","esLa Liga","27","1997","31.0","1109","906","1098","11","0","0","1109","2","2","100.0","0","0.0","621","2993","1668","0","0","0","1","0","526","0",
"Antoine Griezmann","frFRA","FW,MF","Atlético Madrid","esLa Liga","33","1991","27.4","1678","28","216","748","729","93","1676","35","15","42.9","18","51.4","969","4095","2040","46","56","6","41","20","1255","177",
"Vincenzo Grifo","itITA","FW,MF","Freiburg","deBundesliga","31","1993","27.0","1768","35","240","921","618","71","1765","45","25","55.6","19","42.2","939","4935","2516","58","35","21","36","17","1186","147",
"Florian Grillitsch","atAUT","MF","Valladolid","esLa Liga","28","1995","6.9","398","12","91","266","49","4","398","15","11","73.3","3","20.0","225","1374","706","9","4","0","5","5","278","7",
"Florian Grillitsch","atAUT","MF","Hoffenheim","deBundesliga","28","1995","6.7","488","29","140","263","92","3","488","12","5","41.7","6","50.0","270","1348","585","4","8","0","5","10","330","4",
"Álex Grimaldo","esESP","DF","Leverkusen","deBundesliga","28","1995","29.3","2365","53","376","906","1099","87","2365","50","20","40.0","25","50.0","1310","5845","3220","86","52","20","53","13","1686","252",
"Pascal Groß","deGER","MF,DF","Dortmund","deBundesliga","33","1991","25.9","2178","60","416","1150","625","50","2178","9","3","33.3","6","66.7","1149","5044","2372","41","43","5","22","9","1510","122",
"Brajan Gruda","deGER","MF,FW","Brighton","engPremier League","20","2004","7.6","344","4","38","120","192","46","344","30","13","43.3","12","40.0","202","1447","662","22","19","13","14","21","222","57",
"Marco Grüll","atAUT","FW,MF","Werder Bremen","deBundesliga","26","1998","13.1","495","6","43","215","245","53","495","39","13","33.3","23","59.0","317","1617","623","24","19","9","43","39","361","93",
"Albert Grønbaek","dkDEN","FW,MF","Southampton","engPremier League","23","2001","1.6","38","2","9","14","15","2","38","4","0","0.0","4","100.0","18","79","15","1","0","1","5","4","21","3",
"Albert Grønbaek","dkDEN","MF,FW","Rennes","frLigue 1","23","2001","9.0","386","5","48","146","198","41","386","37","11","29.7","24","64.9","218","1166","619","23","15","12","33","15","250","58",
"Vicente Guaita","esESP","GK","Celta Vigo","esLa Liga","37","1987","34.0","1039","928","1033","6","0","0","1039","0","0","","0","","538","2660","1561","0","0","0","3","1","431","0",
