Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved 
"Crysencio Summerville","nlNED","FW,MF","West Ham","engPremier League","24-028","2001","7.1","290","13","44","110","143","27","290","30","12","40.0","14","46.7","169","1459","596","16","20","10","20","9","197","43",
"Yuito Suzuki","jpJPN","MF,FW","Freiburg","deBundesliga","24-033","2001","3.9","118","3","27","48","46","11","118","8","2","25.0","5","62.5","67","387","184","9","8","2","6","10","73","15",
"Zion Suzuki","jpJPN","GK","Parma","itSerie A","23-098","2002","11.0","476","333","453","23","0","0","476","0","0","","0","","235","1284","858","0","0","0","0","0","189","0",
"Mattias Svanberg","seSWE","MF,FW","Wolfsburg","deBundesliga","26-326","1999","5.2","205","10","51","94","60","17","205","5","1","20.0","4","80.0","109","387","177","6","5","3","12","2","128","18",
"Daniel Svensson","seSWE","DF,MF","Dortmund","deBundesliga","23-288","2002","9.5","528","23","108","216","206","19","528","7","2","28.6","3","42.9","241","1162","585","18","10","2","6","7","287","67",
"Mile Svilar","rsSRB","GK","Roma","itSerie A","26-092","1999","12.0","468","396","464","4","0","0","468","0","0","","0","","270","1453","782","0","0","0","0","0","239","0",
"Williot Swedberg","seSWE","MF,FW","Celta Vigo","esLa Liga","21-299","2004","2.6","77","3","5","29","43","10","77","7","2","28.6","3","42.9","46","174","61","2","0","1","5","6","61","17",
"Lamine Sy","mrMTN","DF","Auxerre","frLigue 1","23-109","2002","1.5","84","4","32","31","22","0","84","3","2","66.7","1","33.3","37","329","212","7","5","0","5","0","38","7",
"Fodé Sylla","frFRA","MF","Lens","frLigue 1","19-225","2006","0.7","51","5","20","30","2","0","51","1","0","0.0","1","100.0","25","91","34","0","0","0","0","0","30","0",
"Wojciech Szczęsny","plPOL","GK","Barcelona","esLa Liga","35-223","1990","6.0","238","189","232","6","0","0","238","0","0","","0","","138","585","251","0","0","0","0","0","133","0",
"Dominik Szoboszlai","huHUN","MF,DF","Liverpool","engPremier League","25-033","2000","12.0","992","34","201","495","311","26","992","21","12","57.1","7","33.3","586","3028","1674","35","38","4","10","8","660","52",
"Alexander Sørloth","noNOR","FW","Atlético Madrid","esLa Liga","29-357","1995","5.8","184","8","18","83","86","30","184","14","4","28.6","7","50.0","79","461","192","12","5","8","16","10","140","36",
"Musa Al-Taamari","joJOR","DF,FW","Rennes","frLigue 1","28-170","1997","7.3","308","5","35","86","190","37","308","27","7","25.9","20","74.1","176","1355","693","32","16","19","20","10","191","60",
"Haris Tabakovic","baBIH","FW","Gladbach","deBundesliga","31-160","1994","7.1","219","23","36","108","76","33","218","6","2","33.3","4","66.7","101","278","68","2","0","2","25","7","170","26",
"Nicolás Tagliafico","arARG","DF","Lyon","frLigue 1","33-088","1992","7.1","432","25","140","219","78","12","432","6","2","33.3","4","66.7","208","943","500","10","10","0","3","0","254","15",
"Jonathan Tah","deGER","DF","Bayern Munich","deBundesliga","29-289","1996","9.7","850","64","285","519","48","8","850","2","1","50.0","1","50.0","573","2605","1418","5","9","0","5","2","644","1",
"Chemsdine Talbi","maMAR","FW,MF","Sunderland","engPremier League","20-202","2005","6.9","236","9","38","89","116","16","236","6","3","50.0","3","50.0","152","836","423","11","9","0","13","3","167","38",
"Montassar Talbi","tnTUN","DF","Lorient","frLigue 1","27-185","1998","13.0","743","109","417","299","28","12","743","1","1","100.0","0","0.0","467","2500","1306","10","5","0","5","1","501","6",
"Adrien Tameze","cmCMR","DF,MF","Torino","itSerie A","31-296","1994","6.0","315","32","112","158","47","6","315","2","0","0.0","2","100.0","147","688","354","5","7","0","5","2","185","7",
"Ao Tanaka","jpJPN","MF","Leeds United","engPremier League","27-078","1998","4.1","271","4","55","169","50","3","271","4","1","25.0","2","50.0","164","691","338","3","6","0","5","4","192","7",
"Axel Tapé","frFRA","DF","Leverkusen","deBundesliga","18-109","2007","1.8","86","1","24","46","18","2","86","12","6","50.0","4","33.3","61","360","163","3","0","1","5","2","67","5",
"Edmond Tapsoba","bfBFA","DF","Leverkusen","deBundesliga","26-298","1999","10.6","1062","99","434","565","66","11","1062","4","2","50.0","2","50.0","708","3669","2116","4","11","0","4","0","809","5",
"James Tarkowski","engENG","DF","Everton","engPremier League","33-008","1992","12.0","656","111","330","279","48","21","656","4","2","50.0","2","50.0","331","1616","934","6","3","1","7","0","357","4",
"César Tárrega","esESP","DF","Valencia","esLa Liga","23-274","2002","13.0","875","156","513","344","21","4","875","7","4","57.1","1","14.3","453","2207","1241","6","3","0","6","1","549","1",
"Tylel Tati","frFRA","DF","Nantes","frLigue 1","17-312","2008","11.7","712","130","431","275","9","1","712","7","5","71.4","2","28.6","486","2316","1314","5","2","0","4","2","510","0",
"Nuno Tavares","ptPOR","DF","Lazio","itSerie A","25-305","2000","5.1","403","11","119","187","105","8","403","23","13","56.5","8","34.8","216","1306","802","23","14","6","11","4","262","17",
"Marcus Tavernier","engENG","MF,FW","Bournemouth","engPremier League","26-250","1999","10.5","556","14","66","211","287","42","554","39","14","35.9","24","61.5","340","1997","909","34","21","9","23","21","385","71",
"Loum Tchaouna","frFRA","MF,FW","Burnley","engPremier League","22-080","2003","5.7","202","5","25","88","91","9","202","13","3","23.1","8","61.5","94","483","221","8","9","2","11","6","118","21",
"Jackson Tchatchoua","cmCMR","DF,MF","Wolves","engPremier League","24-074","2001","6.8","359","33","96","161","105","9","359","6","2","33.3","4","66.7","143","717","341","12","7","1","12","3","190","41",
"Aurélien Tchouaméni","frFRA","MF","Real Madrid","esLa Liga","25-304","2000","9.7","652","30","135","392","128","10","652","3","0","0.0","3","100.0","369","1587","682","10","6","1","3","0","467","9",
"Mathys Tel","frFRA","FW","Tottenham","engPremier League","20-214","2005","2.8","73","2","8","35","31","10","73","4","2","50.0","2","50.0","45","292","111","4","1","4","10","2","53","14",
"Nathan Tella","ngNGA","MF,FW","Leverkusen","deBundesliga","26-145","1999","2.8","92","1","9","40","46","7","92","11","4","36.4","6","54.5","63","373","241","7","9","4","5","4","64","11",
"Nahuel Tenaglia","arARG","DF","Alavés","esLa Liga","29-279","1996","12.0","631","74","291","322","25","12","631","9","5","55.6","3","33.3","343","1723","981","5","3","0","5","1","387","3",
"Arnau Tenas","esESP","GK","Villarreal","esLa Liga","24-181","2001","3.0","100","78","100","0","0","0","100","0","0","","0","","46","217","150","0","0","0","0","0","42","0",
"Filippo Terracciano","itITA","DF","Cremonese","itSerie A","22-292","2003","10.9","740","78","311","362","71","7","740","4","3","75.0","1","25.0","383","1393","642","8","2","1","10","0","429","6",
"Pietro Terracciano","itITA","GK","Milan","itSerie A","35-264","1990","1.4","36","33","36","0","0","0","36","0","0","","0","","18","103","60","0","0","0","0","0","18","0",
"Ramón Terrats","esESP","MF,FW","Espanyol","esLa Liga","25-040","2000","2.1","94","5","17","48","31","2","94","5","3","60.0","2","40.0","55","224","74","1","1","0","8","6","54","15",
"Martin Terrier","frFRA","MF,FW","Leverkusen","deBundesliga","28-268","1997","1.3","71","0","11","30","30","6","71","4","1","25.0","3","75.0","37","148","75","4","1","3","2","2","58","12",
"Tanner Tessmann","usUSA","MF","Lyon","frLigue 1","24-064","2001","10.5","661","50","188","365","115","26","661","11","4","36.4","6","54.5","381","1886","869","7","10","0","14","8","465","16",
"Kenny Tete","nlNED","DF","Fulham","engPremier League","30-049","1995","9.0","571","40","207","255","118","9","571","15","3","20.0","8","53.3","268","1120","560","10","9","1","8","8","310","14",
"Jordan Teze","nlNED","MF,DF","Monaco","frLigue 1","26-058","1999","10.6","715","26","155","389","178","4","715","5","1","20.0","4","80.0","333","1400","660","17","15","0","11","8","444","30",
"Florian Thauvin","frFRA","MF","Lens","frLigue 1","32-305","1993","11.0","640","1","72","261","318","64","638","50","21","42.0","28","56.0","363","2189","1081","47","20","20","35","25","492","90",
"Arthur Theate","beBEL","DF","Eint Frankfurt","deBundesliga","25-186","2000","11.0","1016","90","390","541","90","14","1016","6","2","33.3","4","66.7","625","2762","1737","21","12","2","8","0","719","10",
"Thiago","brBRA","FW","Brentford","engPremier League","24-154","2001","11.2","349","27","57","157","141","45","344","16","9","56.3","6","37.5","138","617","152","5","6","3","35","12","200","37",
"Malick Thiaw","deGER","DF","Newcastle Utd","engPremier League","24-111","2001","8.0","466","70","209","221","37","11","466","2","1","50.0","0","0.0","271","1351","783","10","7","0","2","1","278","11",
"Jan Thielmann","deGER","FW,MF","Köln","deBundesliga","23-185","2002","5.6","158","8","28","66","65","20","158","8","2","25.0","6","75.0","99","583","265","8","11","4","4","8","110","22",
"Adrien Thomasson","frFRA","MF","Lens","frLigue 1","31-352","1993","12.9","818","33","189","384","248","45","818","18","3","16.7","13","72.2","327","1206","460","8","2","2","17","15","474","42",
"Morten Thorsby","noNOR","MF","Genoa","itSerie A","29-206","1996","4.3","135","7","27","66","44","6","135","1","1","100.0","0","0.0","54","263","82","3","3","1","8","3","79","14",
"Kristian Thorstvedt","noNOR","MF","Sassuolo","itSerie A","26-259","1999","6.6","359","15","65","184","111","19","359","5","3","60.0","2","40.0","191","881","486","15","11","0","12","2","256","28",
"Khéphren Thuram","frFRA","MF","Juventus","itSerie A","24-246","2001","8.4","549","15","96","320","144","23","549","15","10","66.7","4","26.7","348","2000","1151","22","24","2","11","5","409","15",
"Marcus Thuram","frFRA","FW","Inter","itSerie A","28-113","1997","5.4","178","3","8","57","115","46","178","13","8","61.5","2","15.4","95","686","376","20","8","11","13","10","140","54",
"Cheikh Tidiane Sabaly","snSEN","FW,MF","Metz","frLigue 1","26-268","1999","9.7","332","8","59","143","139","36","332","34","13","38.2","19","55.9","214","1425","758","26","14","6","22","18","225","37",
"Youri Tielemans","beBEL","MF","Aston Villa","engPremier League","28-204","1997","4.6","351","10","52","225","77","9","351","5","4","80.0","0","0.0","201","838","404","9","3","0","6","3","255","10",
"Phillip Tietz","deGER","FW,MF","Augsburg","deBundesliga","28-141","1997","2.0","93","4","11","39","43","10","93","5","0","0.0","5","100.0","48","130","36","1","1","0","12","2","69","18",
"Malik Tillman","usUSA","MF","Leverkusen","deBundesliga","23-183","2002","5.4","322","11","53","142","130","21","322","11","4","36.4","6","54.5","166","682","312","14","6","5","11","7","226","25",
"Jurriën Timber","nlNED","DF","Arsenal","engPremier League","24-163","2001","10.8","688","20","140","320","237","39","688","21","7","33.3","12","57.1","347","1577","830","18","17","3","17","13","418","53",
"Jean-Clair Todibo","frFRA","DF","West Ham","engPremier League","25-332","1999","6.4","355","43","164","177","17","3","355","2","1","50.0","0","0.0","198","1153","662","5","4","0","3","1","214","1",
"Umut Tohumcu","deGER","MF","Hoffenheim","deBundesliga","21-108","2004","1.3","56","3","14","33","9","1","56","1","1","100.0","0","0.0","24","151","87","2","0","0","2","2","34","3",
"Corentin Tolisso","frFRA","MF","Lyon","frLigue 1","31-116","1994","11.5","707","23","127","411","175","36","706","8","3","37.5","4","50.0","400","1886","707","9","13","2","13","14","542","44",
"Jeremy Toljan","deGER","DF","Levante","esLa Liga","31-111","1994","12.3","601","43","208","242","156","15","601","7","0","0.0","6","85.7","262","1100","503","6","9","1","12","6","295","37",
"Tiago Tomás","ptPOR","FW,MF","Stuttgart","deBundesliga","23-164","2002","5.9","270","6","30","109","136","32","270","25","8","32.0","14","56.0","155","755","383","11","9","6","19","9","205","52",
"Fikayo Tomori","engENG","DF","Milan","itSerie A","27-343","1997","8.6","610","42","235","332","44","4","610","0","0","","0","","348","1262","612","3","4","0","3","0","431","9",
"Sandro Tonali","itITA","MF","Newcastle Utd","engPremier League","25-203","2000","10.7","745","20","143","429","185","9","745","15","7","46.7","4","26.7","416","2071","983","20","14","3","14","6","483","23",
"Keke Topp","deGER","FW","Werder Bremen","deBundesliga","21-247","2004","2.4","111","4","7","56","50","16","111","5","3","60.0","2","40.0","73","358","133","5","3","2","15","5","85","23",
"Pablo Torre","esESP","MF,FW","Mallorca","esLa Liga","22-238","2003","6.8","381","10","56","207","120","3","381","11","3","27.3","4","36.4","229","1011","448","8","10","1","9","9","261","22",
"Jofre Torrents","esESP","DF","Barcelona","esLa Liga","18-303","2007","0.4","40","0","10","11","19","3","40","1","0","0.0","1","100.0","27","92","40","0","0","0","0","1","29","11",
"Ferrán Torres","esESP","FW","Barcelona","esLa Liga","25-271","2000","8.7","285","6","21","102","164","52","285","11","2","18.2","9","81.8","159","527","212","7","5","3","22","8","221","60",
"Pau Torres","esESP","DF","Aston Villa","engPremier League","28-315","1997","7.7","535","109","279","234","26","5","535","4","2","50.0","2","50.0","317","1814","1103","7","8","0","5","1","344","3",
"Lucas Torró","esESP","MF","Osasuna","esLa Liga","31-131","1994","9.8","488","19","115","290","87","25","488","3","2","66.7","1","33.3","216","861","315","2","3","0","12","4","302","8",
"Jordan Torunarigha","deGER","DF","Hamburger SV","deBundesliga","28-112","1997","3.9","303","60","163","134","6","2","303","1","1","100.0","0","0.0","180","752","429","1","1","1","2","2","190","0",
"Abdoulaye Touré","gnGUI","MF","Le Havre","frLigue 1","31-269","1994","8.2","415","19","81","222","116","13","414","11","3","27.3","6","54.5","261","1256","416","8","8","3","20","7","287","26",
"Alpha Touré","snSEN","MF,DF","Metz","frLigue 1","19-306","2006","7.9","442","22","133","242","74","4","442","10","6","60.0","4","40.0","266","1547","588","9","7","1","8","6","287","14",
"Bazoumana Touré","ciCIV","FW,MF","Hoffenheim","deBundesliga","19-270","2006","9.8","434","5","51","166","236","41","434","50","18","36.0","29","58.0","260","2061","878","42","22","14","34","14","296","94",
"Idrissa Touré","deGER","DF","Pisa","itSerie A","27-212","1998","9.1","404","38","119","167","125","24","404","15","5","33.3","6","40.0","171","1166","498","21","11","3","22","11","207","30",
"Ousmane Toure","frFRA","DF","Lille","frLigue 1","20-282","2005","0.6","42","3","18","22","2","0","42","2","0","0.0","2","100.0","21","96","60","1","0","0","1","1","21","1",
"Lucas Tousart","frFRA","MF","Brest","frLigue 1","28-212","1997","2.8","142","6","47","71","25","4","142","2","1","50.0","1","50.0","60","254","103","2","1","1","2","3","72","1",
"James Trafford","engENG","GK","Manchester City","engPremier League","23-048","2002","3.0","132","114","132","0","0","0","132","1","1","100.0","0","0.0","84","343","127","0","0","0","0","0","72","0",
"Mattéo Tramoni","frFRA","MF,FW","Pisa","itSerie A","25-311","2000","6.5","204","3","21","87","106","21","204","10","1","10.0","7","70.0","114","755","409","17","11","6","12","3","114","30",
"Adama Traoré","esESP","FW","Fulham","engPremier League","29-306","1996","2.8","109","0","7","35","68","15","109","12","5","41.7","4","33.3","71","606","303","14","4","5","11","4","83","26",
"Bertrand Traoré","bfBFA","FW,MF","Sunderland","engPremier League","30-082","1995","4.7","178","8","29","63","86","16","178","16","10","62.5","4","25.0","120","544","228","5","7","3","16","7","124","36",
"Boubacar Traoré","mlMLI","MF","Metz","frLigue 1","24-099","2001","7.2","391","19","139","214","43","5","391","11","7","63.6","4","36.4","203","893","346","3","2","0","15","6","265","5",
"Hamari Traoré","mlMLI","DF","Paris FC","frLigue 1","33-304","1992","5.0","363","24","140","155","70","5","363","1","0","0.0","1","100.0","158","564","241","5","5","0","5","0","217","17",
"Omar Traoré","deGER","DF","Heidenheim","deBundesliga","27-296","1998","8.3","431","19","133","195","112","7","431","11","8","72.7","2","18.2","205","1318","763","16","9","0","8","7","251","27",
"Kevin Trapp","deGER","GK","Paris FC","frLigue 1","35-142","1990","3.0","147","117","146","1","0","0","147","0","0","","0","","85","364","190","0","0","0","0","0","80","0",
"Óscar Trejo","arARG","MF","Rayo Vallecano","esLa Liga","37-215","1988","0.5","56","0","5","31","20","5","56","2","0","0.0","1","50.0","35","151","84","3","2","1","2","0","47","3",
"Philipp Treu","deGER","DF,FW","Freiburg","deBundesliga","24-359","2000","5.9","259","6","78","133","48","1","259","4","1","25.0","3","75.0","121","571","263","4","4","0","6","1","149","17",
