Name, Nation, Position, Club, League, Age, YearBorn, 90s,Touches, DefPenTouches, Def3rdTouches,Mid3rdTouches,Att3rdTouches, AttPenAreaTouches,LiveBallTouches, TakeOnAtt,TakeOnSucc,TakeOnSucc%,TackledDuringTakeOn,TackledDuringTakeOn%, Carries,CarryDistTot, ProgressiveCarryDist,ProgressiveCarries,CarriesIntoFinal3rd, CarriesIntoPenArea, MisControls, Dispossessed, PassesRecieved,ProgPassesRecieved
"Gianluca Frabotta","itITA","DF,MF","Juventus","itSerie A","21","1999","7.7","544","18","150","242","155","15","544","8","3","37.5","5","62.5","264","1241","659","14","10","3","8","6","360","65",
"Raphael Framberger","deGER","DF","Augsburg","deBundesliga","24","1995","17.1","979","71","393","381","216","9","979","21","9","42.9","12","57.1","396","2688","1506","48","31","5","29","17","429","63",
"Tyrese Francois","auAUS","DF","Fulham","engPremier League","20","2000","0.2","18","0","6","7","5","0","18","1","0","0.0","1","100.0","13","57","42","2","1","0","0","0","14","2",
"Ryan Fraser","sctSCO","FW,MF","Newcastle Utd","engPremier League","26","1994","10.3","431","12","49","138","250","22","431","4","3","75.0","1","25.0","241","1378","660","21","14","4","12","5","292","71",
"Fred","brBRA","MF","Manchester Utd","engPremier League","27","1993","26.6","2123","67","501","1256","391","15","2123","30","24","80.0","6","20.0","1227","5787","2712","31","33","1","29","30","1496","33",
"Ryan Fredericks","engENG","DF,FW","West Ham","engPremier League","27","1992","6.3","353","33","94","148","113","12","353","7","3","42.9","4","57.1","154","758","454","11","8","2","3","3","198","39",
"Remo Freuler","chSUI","MF","Atalanta","itSerie A","28","1992","30.1","2431","48","432","1429","593","49","2431","55","39","70.9","16","29.1","1454","7558","3917","73","69","9","51","30","1709","67",
"Marco Friedl","atAUT","DF","Werder Bremen","deBundesliga","22","1998","30.9","2040","203","926","1031","101","6","2040","18","12","66.7","6","33.3","1140","5728","3285","25","12","2","16","7","1280","15",
"Marvin Friedrich","deGER","DF","Union Berlin","deBundesliga","24","1995","34.0","2170","204","1053","984","148","45","2170","15","12","80.0","3","20.0","1272","6637","3890","30","17","1","25","6","1417","13",
"Jeremie Frimpong","nlNED","DF,FW","Leverkusen","deBundesliga","19","2000","4.8","351","9","64","159","135","15","351","27","15","55.6","12","44.4","236","1833","961","30","20","6","13","16","260","47",
"Jorge de Frutos","esESP","MF","Levante","esLa Liga","23","1997","24.3","1031","13","181","374","498","84","1031","93","46","49.5","47","50.5","596","3955","1984","73","41","26","69","25","688","204",
"Christian Fuchs","atAUT","DF","Leicester City","engPremier League","34","1986","7.8","681","53","221","392","71","2","681","2","0","0.0","2","100.0","358","1281","593","2","6","0","2","1","435","7",
"Angelo Fulgini","frFRA","MF","Angers","frLigue 1","23","1996","30.3","2014","12","193","1143","708","86","2013","155","81","52.3","74","47.7","1400","7854","3982","101","81","21","98","69","1624","192",
"Niclas Füllkrug","deGER","FW","Werder Bremen","deBundesliga","27","1993","9.7","380","17","35","186","160","54","378","16","8","50.0","8","50.0","176","676","302","9","4","3","25","17","298","68",
"Ramiro Funes Mori","arARG","DF","Villarreal","esLa Liga","29","1991","8.1","574","66","258","283","35","6","574","1","1","100.0","0","0.0","363","2768","1895","19","14","0","3","4","384","3",
"Darnell Furlong","engENG","DF","West Brom","engPremier League","24","1995","32.6","1551","130","463","644","452","59","1551","24","10","41.7","14","58.3","548","2782","1283","44","23","3","40","10","746","104",
"Daniel Fuzato","brBRA","GK","Roma","itSerie A","23","1997","5.0","167","154","167","0","0","0","167","0","0","","0","","85","362","201","0","0","0","0","0","73","0",
"Baptiste Gabard","frFRA","MF","Saint-Étienne","frLigue 1","20","2000","1.5","77","2","13","58","6","0","77","1","1","100.0","0","0.0","37","138","90","1","0","0","3","1","48","4",
"Matteo Gabbia","itITA","DF","Milan","itSerie A","20","1999","6.2","415","52","203","200","12","6","415","0","0","","0","","224","991","566","2","1","0","2","0","284","0",
"Manolo Gabbiadini","itITA","FW","Sampdoria","itSerie A","28","1991","9.7","296","6","33","138","125","27","295","7","3","42.9","4","57.1","173","804","308","11","11","4","18","5","233","38",
"Mijat Gaćinović","rsSRB","DF,MF","Hoffenheim","deBundesliga","25","1995","9.1","565","18","123","235","211","23","565","13","5","38.5","8","61.5","267","1198","664","16","17","1","13","5","300","46",
"Roberto Gagliardini","itITA","MF","Inter","itSerie A","26","1994","13.7","733","28","139","412","191","34","733","7","4","57.1","3","42.9","402","2093","1051","27","19","5","19","6","543","41",
"Riccardo Gagliolo","seSWE","DF","Parma","itSerie A","30","1990","21.7","1579","127","657","745","195","24","1579","16","10","62.5","6","37.5","872","4207","2755","37","19","1","15","6","1021","34",
"Adolfo Gaich","arARG","FW","Benevento","itSerie A","21","1999","8.5","251","5","18","127","110","38","251","24","9","37.5","15","62.5","136","626","191","10","7","7","26","13","186","54",
"Andrey Galabinov","bgBUL","FW","Spezia","itSerie A","31","1988","4.8","139","5","12","68","60","13","138","2","2","100.0","0","0.0","61","242","96","3","4","2","9","17","104","18",
"Javi Galán","esESP","DF","Huesca","esLa Liga","25","1994","34.1","2221","82","717","963","582","21","2221","151","121","80.1","30","19.9","1209","8353","4429","94","65","13","65","39","1282","167",
"Conor Gallagher","engENG","MF","West Brom","engPremier League","20","2000","28.1","1313","56","285","665","383","35","1313","55","30","54.5","25","45.5","673","3774","1408","32","27","11","62","36","757","59",
"Enric Gallego","esESP","FW","Osasuna","esLa Liga","33","1986","9.0","370","10","32","174","165","31","370","13","6","46.2","7","53.8","163","547","211","5","4","1","36","8","273","46",
"Kévin Gameiro","frFRA","FW","Valencia","esLa Liga","33","1987","12.0","351","5","27","153","171","27","351","12","4","33.3","8","66.7","196","917","290","7","8","4","24","16","268","68",
"Idrissa Gana Gueye","snSEN","MF","Paris S-G","frLigue 1","30","1989","17.6","1891","29","275","1320","312","14","1891","36","24","66.7","12","33.3","1229","6312","3185","46","48","4","27","20","1503","30",
"Ignatius Ganago","cmCMR","FW","Lens","frLigue 1","21","1999","14.5","434","2","24","161","251","76","434","43","23","53.5","20","46.5","273","1345","553","27","10","16","47","27","351","107",
"Aleix García","esESP","MF","Eibar","esLa Liga","23","1997","4.9","307","5","37","193","83","4","307","2","1","50.0","1","50.0","167","802","323","4","6","1","3","1","217","8",
"Borja García","esESP","MF,FW","Huesca","esLa Liga","29","1990","12.4","667","6","85","374","215","23","667","26","21","80.8","5","19.2","413","1930","889","23","18","0","28","30","521","53",
"Dani García","esESP","MF","Athletic Club","esLa Liga","30","1990","21.3","1198","51","242","825","138","5","1198","6","6","100.0","0","0.0","563","2589","1253","14","16","1","9","11","732","12",
"David García","esESP","DF","Osasuna","esLa Liga","26","1994","35.0","1733","208","799","901","40","24","1733","2","2","100.0","0","0.0","706","3414","1566","4","1","0","5","4","772","2",
"Eric García","esESP","DF","Manchester City","engPremier League","19","2001","4.3","381","25","104","264","13","1","381","0","0","","0","","279","1454","1008","8","7","0","4","0","307","0",
"Manu García","esESP","MF","Alavés","esLa Liga","34","1986","12.5","529","26","122","346","66","14","529","6","4","66.7","2","33.3","239","1029","386","4","6","0","10","8","310","27",
"Raúl García","esESP","DF,MF","Valladolid","esLa Liga","31","1989","5.6","347","16","82","147","121","5","347","9","6","66.7","3","33.3","157","804","423","14","13","4","5","1","171","22",
"Raúl García","esESP","FW,MF","Athletic Club","esLa Liga","34","1986","19.4","806","16","75","414","320","78","803","13","7","53.8","6","46.2","324","1494","558","17","19","4","28","15","590","74",
"Rubén García","esESP","MF,FW","Osasuna","esLa Liga","27","1993","30.2","1530","29","218","709","628","52","1529","47","25","53.2","22","46.8","798","3738","1664","40","49","9","64","33","984","197",
"Sergi García","esESP","MF","Alavés","esLa Liga","21","1999","0.2","9","0","0","5","4","0","9","0","0","","0","","4","38","23","1","0","0","1","0","4","1",
"Unai García","esESP","DF","Osasuna","esLa Liga","28","1992","13.8","547","72","269","264","23","9","547","5","5","100.0","0","0.0","246","1380","792","4","3","0","7","0","248","1",
"Mario Gaspar","esESP","DF","Villarreal","esLa Liga","29","1990","20.6","1343","81","412","578","364","35","1343","19","11","57.9","8","42.1","599","2640","1498","36","28","3","21","4","784","84",
"Manuel Gasparini","itITA","GK","Udinese","itSerie A","18","2002","0.0","2","1","2","0","0","0","2","0","0","","0","","0","0","0","0","0","0","0","0","0","0",
"Dwight Gayle","engENG","FW,MF","Newcastle Utd","engPremier League","29","1990","5.7","155","4","18","64","73","23","155","2","1","50.0","1","50.0","56","284","103","3","3","0","8","1","104","30",
"Paulo Gazzaniga","arARG","GK","Elche","esLa Liga","28","1992","8.0","257","223","256","1","0","0","257","0","0","","0","","126","707","425","0","0","0","0","0","82","0",
"Jean-Philippe Gbamin","ciCIV","MF","Everton","engPremier League","24","1995","0.1","14","1","1","7","6","0","14","1","0","0.0","1","100.0","9","39","15","0","1","0","0","1","8","0",
"Yann Gboho","frFRA","MF,FW","Rennes","frLigue 1","19","2001","3.4","174","4","18","49","111","27","174","16","8","50.0","8","50.0","102","859","466","18","12","9","13","12","133","44",
"David de Gea","esESP","GK","Manchester Utd","engPremier League","29","1990","25.5","639","580","638","1","0","0","639","1","1","100.0","0","0.0","284","1437","829","0","0","0","0","0","265","0",
"Christian Gebauer","atAUT","MF,FW","Arminia","deBundesliga","26","1993","7.6","243","19","62","91","95","18","243","6","2","33.3","4","66.7","125","565","235","8","3","3","13","10","145","41",
"Theodor Gebre Selassie","czCZE","DF","Werder Bremen","deBundesliga","33","1986","33.7","1906","127","626","886","404","34","1906","9","2","22.2","7","77.8","805","3312","1527","37","23","2","30","10","983","123",
"Emrehan Gedikli","deGER","FW","Leverkusen","deBundesliga","17","2003","0.3","6","0","1","1","4","0","6","0","0","","0","","3","39","0","0","1","0","2","0","5","0",
"Dennis Geiger","deGER","MF","Hoffenheim","deBundesliga","22","1998","7.3","401","6","44","248","113","6","401","5","3","60.0","2","40.0","218","1128","492","10","9","1","9","3","257","18",
"Christian Gentner","deGER","MF","Union Berlin","deBundesliga","34","1985","11.5","584","23","140","334","120","8","584","14","8","57.1","6","42.9","253","1253","520","8","8","2","15","5","382","24",
"Yannick Gerhardt","deGER","MF,FW","Wolfsburg","deBundesliga","26","1994","21.5","1019","39","192","499","337","61","1019","28","14","50.0","14","50.0","526","2803","1324","51","29","11","41","29","612","107",
"Valère Germain","frFRA","FW,MF","Marseille","frLigue 1","30","1990","9.5","371","23","62","197","117","20","371","5","1","20.0","4","80.0","177","599","173","4","5","4","12","7","250","38",
"Gervinho","ciCIV","FW","Parma","itSerie A","33","1987","22.5","721","4","51","264","421","97","721","98","56","57.1","42","42.9","528","4156","2273","84","44","58","45","24","565","163",
"Willem Geubbels","frFRA","MF,FW","Monaco","frLigue 1","18","2001","3.3","185","5","30","82","74","19","185","3","0","0.0","3","100.0","81","431","139","3","3","1","14","3","111","26",
"Hamadi Al Ghaddioui","maMAR","FW","Stuttgart","deBundesliga","29","1990","0.5","23","0","2","9","13","2","23","0","0","","0","","14","51","18","1","1","0","3","0","17","2",
"Anwar El Ghazi","nlNED","FW","Aston Villa","engPremier League","25","1995","17.9","841","23","71","279","498","72","837","49","26","53.1","23","46.9","499","2767","1435","50","38","11","48","35","648","163",
"Paolo Ghiglione","itITA","DF,MF","Genoa","itSerie A","23","1997","15.1","763","40","220","290","263","18","763","21","8","38.1","13","61.9","404","2523","1262","39","27","6","14","7","456","99",
"Faouzi Ghoulam","dzALG","DF,FW","Napoli","itSerie A","29","1991","3.2","279","5","52","138","92","2","279","0","0","","0","","143","570","297","3","11","1","3","3","194","23",
"Kieran Gibbs","engENG","DF","West Brom","engPremier League","30","1989","9.0","395","53","156","172","69","4","395","2","2","100.0","0","0.0","176","947","493","11","6","1","9","1","192","17",
"Morgan Gibbs-White","engENG","MF,FW","Wolves","engPremier League","20","2000","4.6","302","3","21","152","132","12","302","13","8","61.5","5","38.5","205","1118","547","15","15","2","18","5","237","27",
"Niko Gießelmann","deGER","DF","Union Berlin","deBundesliga","28","1991","4.8","309","15","101","122","90","5","309","2","0","0.0","2","100.0","139","543","261","5","8","0","5","2","166","24",
"Rafał Gikiewicz","plPOL","GK","Augsburg","deBundesliga","32","1987","34.0","1490","1209","1478","12","0","0","1490","1","1","100.0","0","0.0","853","4534","2899","0","0","0","1","0","634","0",
"Bryan Gil","esESP","FW","Sevilla","esLa Liga","19","2001","0.1","9","0","1","5","3","1","9","0","0","","0","","5","22","20","1","0","1","1","0","7","3",
"Bryan Gil","esESP","MF,FW","Eibar","esLa Liga","19","2001","25.2","1318","9","115","406","826","84","1318","121","67","55.4","54","44.6","876","6216","2952","123","68","38","86","36","932","217",
"David Gil","esESP","GK","Cádiz","esLa Liga","26","1994","4.0","129","110","129","0","0","0","129","0","0","","0","","62","511","364","0","0","0","0","0","30","0",
"Billy Gilmour","sctSCO","MF","Chelsea","engPremier League","19","2001","2.9","248","3","53","145","51","0","248","4","1","25.0","3","75.0","136","667","257","3","3","0","2","0","201","1",
"Álvaro Giménez","esESP","FW","Cádiz","esLa Liga","29","1991","4.5","142","2","11","61","71","12","142","5","0","0.0","5","100.0","68","211","60","2","4","0","17","2","105","20",
"Daniel Ginczek","deGER","FW,MF","Wolfsburg","deBundesliga","29","1991","2.4","104","2","16","43","45","12","104","5","3","60.0","2","40.0","53","203","43","2","2","3","12","4","70","14",
"Matthias Ginter","deGER","DF","Gladbach","deBundesliga","26","1994","34.0","2702","249","1275","1291","152","40","2702","11","10","90.9","1","9.1","1730","8855","5412","47","31","3","5","4","1909","21",
"Andrei Girotto","brBRA","DF,MF","Nantes","frLigue 1","28","1992","29.6","1811","158","792","911","118","33","1811","5","3","60.0","2","40.0","895","4422","2431","18","23","1","12","2","1036","6",
"Olivier Giroud","frFRA","FW","Chelsea","engPremier League","33","1986","8.3","307","11","40","128","141","52","307","2","2","100.0","0","0.0","121","279","119","0","1","0","17","6","229","40",
"Robert Glatzel","deGER","FW","Mainz 05","deBundesliga","26","1994","4.0","193","2","11","88","97","32","193","15","8","53.3","7","46.7","106","637","218","9","3","5","16","5","147","38",
"Kamil Glik","plPOL","DF","Benevento","itSerie A","32","1988","35.6","1663","290","1022","586","64","46","1663","4","2","50.0","2","50.0","789","3341","1663","3","6","0","14","4","944","7",
"Serge Gnabry","deGER","FW,MF","Bayern Munich","deBundesliga","25","1995","18.3","1114","8","81","437","609","127","1114","51","24","47.1","27","52.9","646","4512","2397","82","60","35","52","23","812","216",
"Ben Godfrey","engENG","DF","Everton","engPremier League","22","1998","29.8","1692","208","847","740","124","16","1692","12","9","75.0","3","25.0","826","5110","2999","46","27","2","27","6","964","10",
"Diego Godín","uyURU","DF","Cagliari","itSerie A","34","1986","27.9","1862","262","991","809","74","27","1862","17","16","94.1","1","5.9","1005","5359","3129","23","13","3","7","4","1128","9",
"Akaki Gogia","deGER","FW,MF","Union Berlin","deBundesliga","28","1992","1.6","71","1","6","35","33","6","71","4","2","50.0","2","50.0","50","253","126","5","2","0","1","2","54","17",
"Amer Gojak","baBIH","MF,FW","Torino","itSerie A","23","1997","5.3","285","4","28","144","119","11","285","14","9","64.3","5","35.7","192","949","366","8","5","1","8","4","212","40",
"Edoardo Goldaniga","itITA","DF","Genoa","itSerie A","26","1993","20.6","1075","99","476","477","133","16","1075","11","6","54.5","5","45.5","585","2874","1472","21","25","3","10","3","637","41",
"Vladimir Golemić","siSVN","DF","Crotone","itSerie A","29","1991","26.0","1554","233","955","565","41","14","1553","5","4","80.0","1","20.0","813","3547","1723","9","4","0","11","5","962","5",
"Pierluigi Gollini","itITA","GK","Atalanta","itSerie A","25","1995","24.0","717","575","712","5","0","0","717","1","1","100.0","0","0.0","434","2072","1207","0","0","0","1","0","367","0",
