Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Edinson Cavani","uyURU","FW","Valencia","esLa Liga","35","1987","16.1","263","354","74.3","4029","556","161","203","79.3","73","94","77.7","22","27","81.5","2","1.7","1.1","+0.3","12","14","4","0","20",
"Dani Ceballos","esESP","MF","Real Madrid","esLa Liga","25","1996","17.4","1362","1504","90.6","21362","6610","745","785","94.9","445","475","93.7","117","146","80.1","4","2.1","2.0","+1.9","30","198","18","1","204",
"Pietro Ceccaroni","itITA","DF","Lecce","itSerie A","26","1995","0.5","10","14","71.4","187","78","6","6","100.0","2","4","50.0","2","4","50.0","0","0.2","0.0","-0.2","1","0","0","0","0",
"Federico Ceccherini","itITA","DF","Hellas Verona","itSerie A","30","1992","15.7","479","623","76.9","8667","3491","199","225","88.4","219","261","83.9","52","98","53.1","0","0.2","0.3","-0.2","5","43","7","2","53",
"Assan Ceesay","gmGAM","FW","Lecce","itSerie A","28","1994","20.1","226","394","57.4","2930","366","128","193","66.3","62","106","58.5","12","28","42.9","0","0.8","0.7","-0.8","8","13","5","1","16",
"Emil Ceide","noNOR","FW","Sassuolo","itSerie A","20","2001","5.7","123","169","72.8","1571","499","89","103","86.4","24","36","66.7","4","7","57.1","1","1.3","0.9","-0.3","8","7","9","1","19",
"Zeki Çelik","trTUR","DF","Roma","itSerie A","25","1997","16.7","697","927","75.2","11222","4779","365","408","89.5","250","323","77.4","59","124","47.6","1","1.6","1.4","-0.6","16","55","24","7","67",
"Álex Centelles","esESP","DF","Almería","esLa Liga","24","1997","12.5","412","577","71.4","7029","2965","190","223","85.2","170","216","78.7","37","97","38.1","2","1.3","1.1","+0.7","13","32","9","6","35",
"Fabien Centonze","frFRA","DF","Nantes","frLigue 1","26","1996","18.8","715","945","75.7","11285","4732","364","437","83.3","275","352","78.1","47","97","48.5","0","0.9","0.9","-0.9","12","59","21","12","102",
"Michele Cerofolini","itITA","GK","Fiorentina","itSerie A","23","1999","5.0","148","195","75.9","3964","2708","27","27","100.0","71","71","100.0","49","96","51.0","0","0.0","0.0","0.0","0","1","0","0","0",
"Franco Cervi","arARG","MF,DF","Celta Vigo","esLa Liga","28","1994","21.0","620","874","70.9","9395","3007","348","410","84.9","207","272","76.1","44","109","40.4","4","2.7","2.9","+1.3","27","49","26","9","69",
"Julian Chabot","deGER","DF","Köln","deBundesliga","24","1998","20.0","975","1184","82.3","18978","6050","320","359","89.1","560","635","88.2","89","171","52.0","2","2.0","0.8","0.0","4","45","0","0","52",
"Florian Chabrolle","frFRA","MF","Ajaccio","frLigue 1","24","1998","3.7","120","138","87.0","1822","345","60","65","92.3","49","57","86.0","4","9","44.4","0","0.0","0.1","0.0","0","7","2","0","14",
"El Chadaille Bitshiabu","frFRA","DF","Paris S-G","frLigue 1","17","2005","6.5","430","465","92.5","7453","2477","184","193","95.3","200","216","92.6","33","41","80.5","0","0.1","0.1","-0.1","1","26","1","0","23",
"Fares Chaïbi","dzALG","FW,MF","Toulouse","frLigue 1","19","2002","26.0","742","1018","72.9","11489","3144","398","486","81.9","252","324","77.8","56","121","46.3","5","4.9","4.5","+0.1","30","68","27","5","101",
"Nathaniel Chalobah","engENG","MF","Fulham","engPremier League","27","1994","0.1","4","5","80.0","67","9","2","2","100.0","2","2","100.0","0","0","","0","0.0","0.0","0.0","0","1","0","0","0",
"Trevoh Chalobah","engENG","DF","Chelsea","engPremier League","23","1999","17.9","1051","1200","87.6","18603","5316","419","467","89.7","551","594","92.8","70","107","65.4","0","0.3","0.3","-0.3","4","64","3","1","71",
"Muhammed Cham","atAUT","MF","Clermont Foot","frLigue 1","21","2000","21.9","813","1038","78.3","12971","3167","409","479","85.4","288","345","83.5","71","130","54.6","4","3.1","4.1","+0.9","31","62","35","3","106",
"Calum Chambers","engENG","DF,MF","Aston Villa","engPremier League","27","1995","3.9","157","207","75.8","2924","1310","66","76","86.8","77","94","81.9","14","31","45.2","0","0.3","0.2","-0.3","2","9","2","1","16",
"Timothy Chandler","usUSA","DF","Eint Frankfurt","deBundesliga","32","1990","1.0","36","61","59.0","770","554","8","20","40.0","18","25","72.0","8","10","80.0","0","0.0","0.1","0.0","1","7","0","0","7",
"Gaëtan Charbonnier","frFRA","FW,MF","Auxerre","frLigue 1","33","1988","2.8","79","89","88.8","1359","298","36","42","85.7","33","36","91.7","7","7","100.0","0","0.2","0.1","-0.2","3","5","5","0","11",
"Brendan Chardonnet","frFRA","DF","Brest","frLigue 1","27","1994","27.7","1060","1318","80.4","23796","9346","292","334","87.4","546","608","89.8","201","338","59.5","0","0.4","0.7","-0.4","8","96","11","3","80",
"Shea Charles","nirNIR","DF","Manchester City","engPremier League","18","2003","0.3","23","25","92.0","456","106","7","8","87.5","13","13","100.0","3","3","100.0","0","0.0","0.0","0.0","0","3","0","0","1",
"Xavier Chavalerin","frFRA","MF","Troyes","frLigue 1","31","1991","27.0","875","1068","81.9","14453","4866","415","465","89.2","349","403","86.6","69","119","58.0","2","2.3","2.2","-0.3","22","77","12","5","95",
"Pep Chavarría","esESP","FW,MF","Rayo Vallecano","esLa Liga","24","1998","4.1","126","178","70.8","1933","743","65","77","84.4","45","57","78.9","8","18","44.4","2","0.7","0.5","+1.3","11","7","8","2","19",
"Ivane Chegra","frFRA","MF,FW","Ajaccio","frLigue 1","18","2004","2.1","21","40","52.5","447","232","6","15","40.0","10","13","76.9","4","9","44.4","0","0.1","0.1","-0.1","1","5","1","0","7",
"Pape Cheikh Diop","snSEN","MF","Elche","esLa Liga","24","1997","0.4","14","19","73.7","222","71","8","9","88.9","6","8","75.0","0","2","0.0","0","0.0","0.0","0.0","0","1","0","0","1",
"Rayan Cherki","frFRA","MF,FW","Lyon","frLigue 1","18","2003","20.8","844","1094","77.1","13798","3601","433","505","85.7","278","353","78.8","92","159","57.9","6","7.2","9.0","-1.2","66","71","60","4","144",
"Ilyes Cheti","dzALG","DF","Angers","frLigue 1","27","1995","2.3","102","118","86.4","1692","467","50","56","89.3","37","40","92.5","10","15","66.7","0","0.2","0.0","-0.2","1","6","1","1","4",
"Lucas Chevalier","frFRA","GK","Lille","frLigue 1","20","2001","32.0","779","1010","77.1","17580","12052","223","224","99.6","401","408","98.3","146","367","39.8","0","0.6","0.2","-0.6","2","19","0","0","0",
"Fabio Chiarodia","itITA","DF","Werder Bremen","deBundesliga","17","2005","0.7","15","22","68.2","335","140","3","6","50.0","8","9","88.9","4","5","80.0","0","0.0","0.0","0.0","0","3","0","0","4",
"Federico Chiesa","itITA","DF,MF","Juventus","itSerie A","24","1997","9.5","246","338","72.8","3806","1114","135","163","82.8","87","119","73.1","14","26","53.8","5","2.6","1.7","+2.4","20","25","15","6","34",
"Ben Chilwell","engENG","DF,MF","Chelsea","engPremier League","25","1996","15.6","762","977","78.0","10963","3238","469","507","92.5","223","284","78.5","42","123","34.1","2","2.2","2.4","-0.2","21","42","10","7","41",
"Vlad Chiricheș","roROU","DF","Cremonese","itSerie A","32","1989","10.9","344","410","83.9","6776","3146","119","128","93.0","178","203","87.7","41","68","60.3","0","0.0","0.0","0.0","1","17","0","0","18",
"Pedro Chirivella","esESP","MF","Nantes","frLigue 1","25","1997","22.5","1163","1360","85.5","21412","6260","493","528","93.4","465","522","89.1","159","239","66.5","1","1.7","0.8","-0.7","24","182","12","1","172",
"Joris Chotard","frFRA","MF","Montpellier","frLigue 1","20","2001","27.3","867","1092","79.4","15720","5467","354","414","85.5","364","425","85.6","110","183","60.1","6","3.5","2.7","+2.5","27","89","19","3","105",
"Andreas Christensen","dkDEN","DF","Barcelona","esLa Liga","26","1996","19.6","1416","1507","94.0","25804","8685","549","580","94.7","740","761","97.2","113","142","79.6","1","0.5","0.9","+0.5","6","114","4","0","91",
"Oliver Christensen","dkDEN","GK","Hertha BSC","deBundesliga","23","1999","33.0","777","1218","63.8","23464","18548","132","132","100.0","346","353","98.0","299","727","41.1","0","0.0","0.1","0.0","0","13","0","0","2",
"Ryan Christie","sctSCO","MF,FW","Bournemouth","engPremier League","27","1995","20.4","521","651","80.0","8356","2028","279","327","85.3","175","196","89.3","47","81","58.0","1","2.4","2.0","-1.4","30","43","19","2","71",
"Carney Chukwuemeka","engENG","MF,FW","Chelsea","engPremier League","18","2003","3.9","179","203","88.2","2291","502","126","140","90.0","33","37","89.2","8","8","100.0","0","0.6","0.6","-0.6","8","11","7","2","23",
"Samuel Chukwueze","ngNGA","FW,MF","Villarreal","esLa Liga","23","1999","26.0","697","908","76.8","10572","2312","402","467","86.1","229","289","79.2","50","76","65.8","5","4.3","4.4","+0.7","44","35","45","7","85",
"Chumi","esESP","DF","Almería","esLa Liga","23","1999","16.5","664","806","82.4","11229","4521","313","339","92.3","291","335","86.9","47","96","49.0","0","0.1","0.2","-0.1","2","35","3","2","32",
"Darko Churlinov","mkMKD","FW","Stuttgart","deBundesliga","22","2000","0.3","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Víctor Chust","esESP","DF","Cádiz","esLa Liga","22","2000","10.7","364","440","82.7","8016","2967","105","118","89.0","172","192","89.6","78","113","69.0","0","0.0","0.1","0.0","1","22","1","0","22",
"Tolga Ciğerci","trTUR","MF","Hertha BSC","deBundesliga","30","1992","7.5","326","420","77.6","5350","1484","146","169","86.4","150","185","81.1","22","43","51.2","1","0.3","0.5","+0.7","5","23","2","1","32",
"Yanis Cimignani","frFRA","MF,DF","Ajaccio","frLigue 1","20","2002","3.1","75","113","66.4","1245","267","41","51","80.4","25","40","62.5","8","14","57.1","0","0.1","0.1","-0.1","3","1","2","2","0",
"Daniel Ciofani","itITA","FW","Cremonese","itSerie A","37","1985","11.8","120","195","61.5","1690","427","64","92","69.6","34","54","63.0","10","16","62.5","0","0.7","0.9","-0.7","10","13","4","0","10",
"Tio Cipot","siSVN","FW,MF","Spezia","itSerie A","19","2003","1.5","40","59","67.8","522","155","25","27","92.6","13","18","72.2","1","6","16.7","0","0.1","0.1","-0.1","3","2","2","1","5",
"Pathé Ciss","snSEN","MF,DF","Rayo Vallecano","esLa Liga","28","1994","14.2","575","700","82.1","11074","3062","226","268","84.3","273","307","88.9","70","96","72.9","0","0.3","0.3","-0.3","6","63","4","0","65",
"Souleymane Cissé","frFRA","DF","Clermont Foot","frLigue 1","19","2002","0.4","8","11","72.7","128","9","5","5","100.0","3","5","60.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Patrick Ciurria","itITA","DF,MF","Monza","itSerie A","27","1995","30.6","1061","1335","79.5","16691","5156","563","633","88.9","387","493","78.5","76","140","54.3","5","5.5","3.3","-0.5","36","67","31","14","91",
"Bobby Clark","engENG","MF","Liverpool","engPremier League","17","2005","0.1","1","1","100.0","29","17","0","0","","1","1","100.0","0","0","","0","0.0","0.1","0.0","0","0","1","0","1",
"Alexis Claude-Maurice","frFRA","FW","Nice","frLigue 1","24","1998","0.7","20","25","80.0","260","33","12","13","92.3","5","7","71.4","1","2","50.0","0","0.0","0.0","0.0","1","1","1","0","2",
"Alexis Claude-Maurice","frFRA","MF,FW","Lens","frLigue 1","24","1998","6.7","201","240","83.8","2708","541","122","136","89.7","62","73","84.9","5","10","50.0","3","1.3","0.9","+1.7","7","16","7","0","25",
"Jonathan Clauss","frFRA","DF","Marseille","frLigue 1","29","1992","28.8","1091","1461","74.7","17647","6285","553","671","82.4","426","542","78.6","74","150","49.3","9","8.4","7.2","+0.6","49","90","54","23","121",
"Carlos Clerc","esESP","DF,MF","Elche","esLa Liga","30","1992","29.3","1040","1397","74.4","16100","6659","563","638","88.2","392","495","79.2","63","179","35.2","1","2.1","2.0","-1.1","16","78","18","9","107",
"Nathaniel Clyne","engENG","DF","Crystal Palace","engPremier League","31","1991","18.2","654","832","78.6","10205","3887","341","386","88.3","283","346","81.8","24","73","32.9","0","0.7","0.6","-0.7","7","51","6","5","52",
"Conor Coady","engENG","DF","Everton","engPremier League","29","1993","23.3","1025","1209","84.8","21731","8337","284","302","94.0","578","622","92.9","155","267","58.1","1","0.3","0.5","+0.7","4","73","3","1","43",
"Nicolò Cocetta","itITA","DF","Udinese","itSerie A","18","2003","0.4","11","12","91.7","170","57","4","4","100.0","7","8","87.5","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Marcus Coco","frFRA","FW,MF","Nantes","frLigue 1","26","1996","7.1","175","244","71.7","2841","897","97","124","78.2","48","67","71.6","20","35","57.1","0","1.1","0.7","-1.1","10","15","8","5","26",
"Alexandre Coeff","frFRA","DF","Auxerre","frLigue 1","30","1992","6.5","287","353","81.3","6143","2229","72","88","81.8","165","183","90.2","44","68","64.7","1","0.3","0.1","+0.7","1","19","1","0","26",
"Jack Colback","engENG","MF","Nott'ham Forest","engPremier League","32","1989","5.5","119","143","83.2","1936","446","61","71","85.9","48","55","87.3","8","11","72.7","0","0.2","0.2","-0.2","2","12","3","1","16",
"Séamus Coleman","ieIRL","DF","Everton","engPremier League","33","1988","18.4","597","789","75.7","9624","3826","306","350","87.4","237","299","79.3","42","99","42.4","0","0.9","0.9","-0.9","4","35","18","7","61",
"David Čolina","hrCRO","DF,FW","Augsburg","deBundesliga","22","2000","1.8","41","71","57.7","644","293","25","34","73.5","9","18","50.0","5","12","41.7","0","0.1","0.1","-0.1","2","3","2","1","6",
"Álex Collado","esESP","MF","Elche","esLa Liga","23","1999","8.0","276","336","82.1","4177","909","164","177","92.7","77","92","83.7","24","36","66.7","1","1.6","1.6","-0.6","20","25","10","2","34",
"Diego Collado","esESP","FW","Villarreal","esLa Liga","21","2001","0.1","5","7","71.4","111","15","2","3","66.7","2","2","100.0","1","1","100.0","0","0.0","0.0","0.0","0","0","0","0","1",
"Omar Colley","gmGAM","DF","Sampdoria","itSerie A","29","1992","15.4","615","714","86.1","12155","4062","165","186","88.7","380","412","92.2","58","96","60.4","0","0.0","0.1","0.0","0","38","1","0","33",
"Nathan Collins","ieIRL","DF","Wolves","engPremier League","21","2001","20.2","1001","1138","88.0","20045","6918","304","332","91.6","566","610","92.8","114","168","67.9","0","0.1","0.2","-0.1","2","68","2","0","64",
"Lorenzo Colombo","itITA","FW","Lecce","itSerie A","20","2002","16.8","208","332","62.7","2639","568","133","180","73.9","40","62","64.5","11","28","39.3","2","1.4","0.5","+0.6","17","14","6","2","21",
"Andrea Colpani","itITA","MF","Monza","itSerie A","23","1999","10.5","319","409","78.0","5412","1268","157","180","87.2","123","145","84.8","30","55","54.5","1","1.9","1.8","-0.9","17","28","14","2","51",
"Levi Colwill","engENG","DF","Brighton","engPremier League","19","2003","13.6","1027","1165","88.2","17912","7475","431","468","92.1","501","552","90.8","75","106","70.8","2","0.5","0.3","+1.5","7","78","3","0","70",
"Kingsley Coman","frFRA","FW,MF","Bayern Munich","deBundesliga","26","1996","15.7","640","806","79.4","10106","2128","359","406","88.4","218","269","81.0","48","78","61.5","5","5.5","6.5","-0.5","42","26","44","17","70",
"Eray Cömert","chSUI","DF","Valencia","esLa Liga","24","1998","18.6","815","945","86.2","17301","5980","208","234","88.9","484","514","94.2","113","170","66.5","0","0.1","0.2","-0.1","3","48","2","0","54",
"Santi Comesaña","esESP","MF","Rayo Vallecano","esLa Liga","25","1996","27.2","1024","1240","82.6","16598","5032","533","604","88.2","377","449","84.0","83","115","72.2","2","2.2","2.0","-0.2","41","136","17","2","150",
"Andrea Consigli","itITA","GK","Sassuolo","itSerie A","35","1987","35.0","1130","1427","79.2","31355","20598","200","201","99.5","483","486","99.4","444","735","60.4","0","0.0","0.0","0.0","0","16","0","0","1",
"Abdu Conté","ptPOR","DF","Troyes","frLigue 1","24","1998","14.6","591","754","78.4","10401","3886","256","303","84.5","270","324","83.3","52","83","62.7","2","2.0","1.8","0.0","14","41","14","6","56",
"Andrea Conti","itITA","DF","Sampdoria","itSerie A","28","1994","0.3","6","11","54.5","76","25","5","7","71.4","1","3","33.3","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Lewis Cook","engENG","MF","Bournemouth","engPremier League","25","1997","19.1","593","751","79.0","9922","3136","291","330","88.2","238","274","86.9","48","93","51.6","2","2.5","2.3","-0.5","24","55","14","9","63",
"Steve Cook","engENG","DF","Nott'ham Forest","engPremier League","31","1991","10.6","369","459","80.4","7884","2511","80","99","80.8","234","261","89.7","51","91","56.0","0","0.6","0.6","-0.6","3","18","2","1","19",
"Liam Cooper","sctSCO","DF","Leeds United","engPremier League","30","1991","15.8","620","789","78.6","11491","4568","241","274","88.0","318","376","84.6","52","117","44.4","0","0.7","0.3","-0.7","5","49","1","1","47",
"Copete","esESP","DF","Mallorca","esLa Liga","22","1999","24.5","668","880","75.9","13455","5746","232","262","88.5","319","366","87.2","106","199","53.3","0","0.2","0.3","-0.2","3","61","4","1","58",
"Diego Coppola","itITA","DF","Hellas Verona","itSerie A","18","2003","13.1","403","557","72.4","7562","3275","145","174","83.3","222","271","81.9","32","83","38.6","0","0.0","0.2","0.0","0","30","3","1","42",
"Francis Coquelin","frFRA","MF","Villarreal","esLa Liga","31","1991","8.3","265","311","85.2","3778","803","152","167","91.0","80","88","90.9","14","20","70.0","0","1.0","1.2","-1.0","6","19","3","1","29",
"Sébastien Corchia","frFRA","DF","Nantes","frLigue 1","31","1990","8.7","257","371","69.3","4354","1895","120","150","80.0","103","151","68.2","23","45","51.1","1","0.3","0.4","+0.7","5","18","7","5","29",
"Alex Cordaz","itITA","GK","Inter","itSerie A","39","1983","0.3","11","20","55.0","274","200","4","4","100.0","3","4","75.0","4","11","36.4","0","0.0","0.0","0.0","0","0","0","0","0",
"Maxwel Cornet","ciCIV","FW","West Ham","engPremier League","25","1996","2.7","72","97","74.2","942","166","47","54","87.0","19","27","70.4","2","2","100.0","0","0.1","0.1","-0.1","1","3","1","1","5",
