Plyaer, Nation, Position, Team, League, Age, Born, 90s, TotCmp, TotAtt, TotCmp%, TotDist, PrgDist,ShortCmp, ShortAtt, ShortCmp%,MedCmp, MedAtt, MedCmp%,LongCmp, LongAtt, LongCmp%,Ast, xAG, xA, A-xG, KeyPasses, PassIntoFinal3rd, PassintoPenaltyArea, CrossesintoPenaltyArea, ProgressivePasses
"Trevoh Chalobah","engENG","DF","Chelsea","engPremier League","22","1999","16.1","1158","1283","90.3","18559","5304","564","607","92.9","517","548","94.3","60","94","63.8","1","0.3","0.5","+0.7","4","106","6","0","88",
"Calum Chambers","engENG","DF","Arsenal","engPremier League","26","1995","1.9","77","97","79.4","1255","366","45","50","90.0","23","28","82.1","9","15","60.0","0","0.1","0.0","-0.1","1","5","1","1","7",
"Calum Chambers","engENG","DF","Aston Villa","engPremier League","26","1995","9.2","399","483","82.6","7729","3032","139","154","90.3","218","240","90.8","39","76","51.3","0","0.1","0.4","-0.1","2","31","5","0","31",
"Dylan Chambost","frFRA","MF,FW","Troyes","frLigue 1","23","1997","8.4","379","492","77.0","6344","1758","178","208","85.6","152","187","81.3","33","63","52.4","1","0.6","0.7","+0.4","9","34","7","2","47",
"Timothy Chandler","usUSA","DF","Eint Frankfurt","deBundesliga","31","1990","13.5","352","562","62.6","5961","2590","161","220","73.2","156","236","66.1","26","65","40.0","0","0.6","0.7","-0.6","10","20","7","3","40",
"Chapela","esESP","MF,FW","Cádiz","esLa Liga","22","1999","4.4","52","87","59.8","1037","571","22","32","68.8","19","28","67.9","9","16","56.3","0","0.1","0.1","-0.1","2","9","2","0","12",
"Brendan Chardonnet","frFRA","DF","Brest","frLigue 1","26","1994","29.8","1044","1287","81.1","23958","10114","250","277","90.3","549","600","91.5","232","374","62.0","0","0.4","0.6","-0.4","9","97","3","0","83",
"Xavier Chavalerin","frFRA","MF","Troyes","frLigue 1","30","1991","30.2","785","1049","74.8","12517","4017","427","487","87.7","247","329","75.1","70","135","51.9","2","3.8","3.0","-1.8","25","66","19","5","93",
"Xavier Chavalerin","frFRA","MF","Reims","frLigue 1","30","1991","2.4","76","96","79.2","1297","447","39","42","92.9","27","32","84.4","8","16","50.0","0","0.3","0.3","-0.3","3","4","3","1","12",
"Justin Che","usUSA","FW,DF","Hoffenheim","deBundesliga","17","2003","0.5","22","27","81.5","417","120","10","12","83.3","10","11","90.9","2","2","100.0","0","0.0","0.1","0.0","0","2","0","0","2",
"Chema","esESP","MF","Getafe","esLa Liga","29","1992","0.5","11","15","73.3","259","102","3","3","100.0","5","6","83.3","3","6","50.0","0","0.0","0.0","0.0","1","3","0","0","2",
"Rayan Cherki","frFRA","FW,MF","Lyon","frLigue 1","17","2003","4.9","196","262","74.8","2933","766","122","142","85.9","53","66","80.3","15","37","40.5","1","0.7","0.7","+0.3","12","16","6","0","23",
"Denis Cheryshev","ruRUS","MF,FW","Valencia","esLa Liga","30","1990","6.3","104","171","60.8","1671","410","52","69","75.4","39","59","66.1","8","21","38.1","1","0.4","0.8","+0.6","3","7","6","0","19",
"Daniel Chesters","engENG","MF","West Ham","engPremier League","19","2002","0.0","0","0","","0","0","0","0","","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Giorgio Chiellini","itITA","DF","Juventus","itSerie A","36","1984","15.0","783","949","82.5","16149","5681","229","252","90.9","445","504","88.3","105","172","61.0","0","0.3","0.3","-0.3","7","69","3","0","74",
"Federico Chiesa","itITA","MF,FW","Juventus","itSerie A","23","1997","9.6","218","288","75.7","3844","1144","106","126","84.1","76","95","80.0","27","43","62.8","2","1.2","1.0","+0.8","17","18","13","5","32",
"Ben Chilwell","engENG","DF","Chelsea","engPremier League","24","1996","6.0","268","347","77.2","3845","959","164","179","91.6","75","98","76.5","15","41","36.6","1","0.8","0.7","+0.2","10","7","6","1","18",
"Chiquinho","ptPOR","DF,FW","Wolves","engPremier League","21","2000","2.3","70","108","64.8","1130","423","45","57","78.9","17","27","63.0","7","16","43.8","3","0.7","0.6","+2.3","5","4","4","4","7",
"Vlad Chiricheș","roROU","DF","Sassuolo","itSerie A","31","1989","25.6","1224","1342","91.2","22910","7639","468","500","93.6","584","628","93.0","147","171","86.0","0","0.0","0.3","0.0","2","32","1","0","52",
"Pedro Chirivella","esESP","MF","Nantes","frLigue 1","24","1997","29.3","1457","1719","84.8","27765","7406","600","651","92.2","575","630","91.3","231","351","65.8","1","1.3","1.4","-0.3","25","213","18","1","216",
"Joris Chotard","frFRA","MF","Montpellier","frLigue 1","19","2001","32.6","1081","1289","83.9","19018","5550","471","536","87.9","444","503","88.3","122","172","70.9","1","0.7","1.2","+0.3","12","71","15","5","91",
"Hamza Choudhury","bdBAN","DF,MF","Leicester City","engPremier League","23","1997","3.2","128","156","82.1","2041","543","68","74","91.9","47","54","87.0","10","18","55.6","0","0.0","0.0","0.0","0","3","0","0","5",
"Andreas Christensen","dkDEN","DF","Chelsea","engPremier League","25","1996","16.6","1201","1336","89.9","21164","7424","495","535","92.5","586","631","92.9","100","135","74.1","0","0.2","0.5","-0.2","6","88","6","1","81",
"Max Christiansen","deGER","MF","Greuther Fürth","deBundesliga","24","1996","22.8","739","935","79.0","12869","3469","333","406","82.0","324","381","85.0","66","102","64.7","0","0.5","0.4","-0.5","12","57","5","2","79",
"Carney Chukwuemeka","engENG","MF,FW","Aston Villa","engPremier League","17","2003","3.3","98","121","81.0","1261","218","66","74","89.2","26","30","86.7","3","3","100.0","1","1.0","0.6","0.0","2","5","0","0","7",
"Samuel Chukwueze","ngNGA","MF,FW","Villarreal","esLa Liga","22","1999","14.8","337","465","72.5","5076","1033","189","236","80.1","121","152","79.6","17","33","51.5","3","4.6","4.1","-1.6","29","11","27","1","41",
"Víctor Chust","esESP","DF","Cádiz","esLa Liga","21","2000","20.3","677","807","83.9","13732","4403","222","243","91.4","332","371","89.5","108","162","66.7","0","0.0","0.1","0.0","0","39","0","0","47",
"Riccardo Ciervo","itITA","MF,DF","Sampdoria","itSerie A","19","2002","2.5","45","66","68.2","824","174","20","26","76.9","17","26","65.4","5","6","83.3","1","0.2","0.4","+0.8","3","5","1","1","6",
"Jasper Cillessen","nlNED","GK","Valencia","esLa Liga","32","1989","16.2","299","447","66.9","10204","8337","41","42","97.6","108","110","98.2","148","291","50.9","1","0.0","0.0","+1.0","1","9","0","0","0",
"Pathé Ciss","snSEN","MF","Rayo Vallecano","esLa Liga","27","1994","12.2","435","523","83.2","8270","2398","177","201","88.1","184","210","87.6","62","85","72.9","1","0.5","0.4","+0.5","4","52","3","0","55",
"Moustapha Cissé","gnGUI","FW","Atalanta","itSerie A","17","2003","0.4","5","9","55.6","48","13","5","8","62.5","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Giorgio Cittadini","itITA","DF","Atalanta","itSerie A","19","2002","0.0","1","2","50.0","17","15","0","1","0.0","1","1","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","1",
"Ciaran Clark","ieIRL","DF","Newcastle Utd","engPremier League","31","1989","11.3","290","370","78.4","5127","1772","110","126","87.3","152","181","84.0","20","41","48.8","1","0.3","0.3","+0.7","4","15","1","1","17",
"Alexis Claude-Maurice","frFRA","MF","Nice","frLigue 1","23","1998","2.3","88","103","85.4","1262","269","56","63","88.9","23","26","88.5","6","7","85.7","2","1.2","0.7","+0.8","8","4","3","1","7",
"Jonathan Clauss","frFRA","DF","Lens","frLigue 1","28","1992","33.8","1243","1883","66.0","22171","9437","594","723","82.2","450","639","70.4","162","399","40.6","11","7.0","7.6","+4.0","74","82","60","23","140",
"Carlos Clerc","esESP","DF","Levante","esLa Liga","29","1992","16.8","668","878","76.1","10342","3922","376","410","91.7","228","291","78.4","42","111","37.8","0","0.8","1.5","-0.8","11","58","15","4","66",
"Tom Cleverley","engENG","MF","Watford","engPremier League","31","1989","18.0","479","658","72.8","7468","2178","239","280","85.4","169","212","79.7","40","109","36.7","2","2.1","1.3","-0.1","20","42","8","5","64",
"Nathaniel Clyne","engENG","DF","Crystal Palace","engPremier League","30","1991","15.0","561","727","77.2","8523","3116","289","322","89.8","228","292","78.1","22","64","34.4","1","0.4","0.5","+0.6","6","24","7","3","36",
"Conor Coady","engENG","DF","Wolves","engPremier League","28","1993","37.3","1514","1692","89.5","33155","12540","322","348","92.5","927","977","94.9","257","343","74.9","0","0.1","0.2","-0.1","3","51","3","0","35",
"Marcus Coco","frFRA","MF,FW","Nantes","frLigue 1","25","1996","10.3","224","325","68.9","3260","1250","123","154","79.9","73","111","65.8","15","33","45.5","1","1.5","0.6","-0.5","7","19","5","2","22",
"Coke","esESP","DF","Levante","esLa Liga","34","1987","1.3","57","69","82.6","881","520","31","34","91.2","20","24","83.3","4","5","80.0","0","0.1","0.0","-0.1","2","5","2","0","8",
"Séamus Coleman","ieIRL","DF","Everton","engPremier League","32","1988","29.5","914","1255","72.8","14739","6578","497","569","87.3","316","447","70.7","76","168","45.2","0","0.8","1.5","-0.8","13","86","26","13","96",
"Álex Collado","esESP","MF,FW","Granada","esLa Liga","22","1999","11.3","268","365","73.4","4336","1023","127","146","87.0","100","123","81.3","26","55","47.3","1","1.0","1.5","0.0","16","28","9","1","38",
"Ebrima Colley","gmGAM","FW,MF","Spezia","itSerie A","21","2000","4.4","80","127","63.0","1301","416","38","49","77.6","31","49","63.3","8","16","50.0","0","1.5","1.1","-1.5","5","10","7","2","13",
"Omar Colley","gmGAM","DF","Sampdoria","itSerie A","28","1992","30.5","1211","1448","83.6","23118","7682","393","432","91.0","684","761","89.9","110","207","53.1","0","0.0","0.2","0.0","0","63","2","0","83",
"Nathan Collins","ieIRL","DF","Burnley","engPremier League","20","2001","18.6","448","652","68.7","8648","3847","158","201","78.6","232","297","78.1","50","127","39.4","0","1.5","0.8","-1.5","6","46","5","1","44",
"Kingsley Coman","frFRA","FW,DF","Bayern Munich","deBundesliga","25","1996","15.1","547","707","77.4","8957","1828","291","340","85.6","199","252","79.0","45","72","62.5","2","3.0","4.8","-1.0","24","23","39","11","55",
"Eray Cömert","chSUI","DF","Valencia","esLa Liga","23","1998","4.5","169","201","84.1","3630","1367","45","49","91.8","97","103","94.2","25","44","56.8","0","0.0","0.0","0.0","1","13","0","0","15",
"Santi Comesaña","esESP","MF","Rayo Vallecano","esLa Liga","24","1996","29.8","1214","1481","82.0","20966","6613","562","658","85.4","473","535","88.4","134","180","74.4","2","2.0","2.0","0.0","27","127","19","3","165",
"Diego Conde","esESP","GK","Getafe","esLa Liga","22","1998","0.1","0","6","0.0","0","0","0","0","","0","0","","0","6","0.0","0","0.0","0.0","0.0","0","0","0","0","0",
"Aaron Connolly","ieIRL","FW,MF","Brighton","engPremier League","21","2000","1.7","14","19","73.7","172","16","8","8","100.0","5","5","100.0","0","1","0.0","0","0.1","0.1","-0.1","1","0","0","0","1",
"Andrea Consigli","itITA","GK","Sassuolo","itSerie A","34","1987","36.9","1161","1469","79.0","29559","19668","291","294","99.0","475","484","98.1","381","673","56.6","0","0.0","0.0","0.0","1","7","1","0","0",
"Abdu Conté","ptPOR","DF","Troyes","frLigue 1","23","1998","15.0","447","614","72.8","6811","2488","244","302","80.8","159","211","75.4","27","57","47.4","1","2.1","2.0","-1.1","9","30","9","5","37",
"Andrea Conti","itITA","DF,MF","Sampdoria","itSerie A","27","1994","2.6","62","82","75.6","849","334","40","46","87.0","14","22","63.6","5","7","71.4","0","0.0","0.1","0.0","0","4","0","0","2",
"Andrea Conti","itITA","DF","Milan","itSerie A","27","1994","0.1","4","6","66.7","62","2","2","2","100.0","2","4","50.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Liam Cooper","sctSCO","DF","Leeds United","engPremier League","29","1991","20.2","981","1183","82.9","18604","6591","335","378","88.6","547","600","91.2","86","171","50.3","1","0.1","0.2","+0.9","4","31","0","0","46",
"Lucas Copado","deGER","FW","Bayern Munich","deBundesliga","17","2004","0.2","3","4","75.0","24","4","2","2","100.0","0","0","","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Diego Coppola","itITA","DF","Hellas Verona","itSerie A","17","2003","2.8","77","98","78.6","1417","595","27","31","87.1","45","53","84.9","4","11","36.4","0","0.0","0.0","0.0","0","5","0","0","8",
"Francis Coquelin","frFRA","MF","Villarreal","esLa Liga","30","1991","9.2","408","480","85.0","5874","1416","230","256","89.8","129","141","91.5","19","29","65.5","1","0.8","1.2","+0.2","10","43","9","0","56",
"Sébastien Corchia","frFRA","DF","Nantes","frLigue 1","30","1990","14.7","367","548","67.0","6314","3079","170","199","85.4","161","230","70.0","30","79","38.0","3","0.6","1.0","+2.4","11","40","10","8","57",
"Sergio Córdova","veVEN","FW,MF","Augsburg","deBundesliga","23","1997","3.6","34","51","66.7","527","132","20","29","69.0","11","16","68.8","2","4","50.0","0","0.1","0.1","-0.1","2","4","1","0","9",
"Jack Cork","engENG","MF","Burnley","engPremier League","32","1989","18.6","423","577","73.3","6846","1918","217","273","79.5","143","191","74.9","43","71","60.6","0","0.3","0.3","-0.3","6","45","5","1","46",
"Maxwel Cornet","ciCIV","FW,MF","Burnley","engPremier League","24","1996","19.6","281","437","64.3","3679","860","168","222","75.7","68","99","68.7","15","48","31.3","1","1.7","1.7","-0.7","15","15","14","4","30",
"Maxwel Cornet","ciCIV","DF","Lyon","frLigue 1","24","1996","0.7","33","40","82.5","497","139","17","18","94.4","13","15","86.7","2","5","40.0","0","0.0","0.1","0.0","1","1","1","1","0",
"Jesús Corona","mxMEX","FW,DF","Sevilla","esLa Liga","28","1993","12.9","466","603","77.3","7149","1472","250","284","88.0","160","198","80.8","31","67","46.3","4","3.1","2.1","+0.9","26","23","16","6","54",
"Ángel Correa","arARG","FW,MF","Atlético Madrid","esLa Liga","26","1995","20.6","465","638","72.9","5631","1250","300","353","85.0","97","146","66.4","17","42","40.5","5","3.7","3.7","+1.3","25","29","15","1","65",
"Joaquín Correa","arARG","FW","Inter","itSerie A","26","1994","11.4","280","344","81.4","3881","879","166","195","85.1","81","94","86.2","14","18","77.8","1","2.2","1.5","-1.2","19","22","11","0","38",
"Thierry Correia","ptPOR","DF","Valencia","esLa Liga","22","1999","15.7","453","658","68.8","8138","3515","211","242","87.2","177","254","69.7","55","113","48.7","1","1.1","0.7","-0.1","8","43","12","2","53",
"Danny da Costa","deGER","DF,MF","Eint Frankfurt","deBundesliga","28","1993","8.1","213","319","66.8","3932","1829","76","102","74.5","114","153","74.5","19","45","42.2","0","0.1","0.3","-0.1","2","12","7","3","30",
"David Costa","ptPOR","MF,FW","Lens","frLigue 1","20","2001","16.3","646","798","81.0","9138","2325","373","422","88.4","205","243","84.4","28","60","46.7","5","3.5","3.0","+1.5","41","61","20","2","96",
"Hélder Costa","aoANG","MF","Leeds United","engPremier League","27","1994","0.2","5","5","100.0","79","0","2","2","100.0","3","3","100.0","0","0","","0","0.0","0.0","0.0","0","0","0","0","0",
"Hélder Costa","aoANG","MF,FW","Valencia","esLa Liga","27","1994","12.4","191","302","63.2","2872","833","107","146","73.3","68","97","70.1","8","26","30.8","1","1.8","2.2","-0.8","17","17","16","8","34",
"Jaume Costa","esESP","DF","Mallorca","esLa Liga","33","1988","20.3","724","1010","71.7","11216","4394","392","458","85.6","263","363","72.5","48","126","38.1","4","2.4","2.7","+1.6","20","39","32","17","68",
"Benoît Costil","frFRA","GK","Bordeaux","frLigue 1","34","1987","25.0","632","905","69.8","19839","14847","79","79","100.0","259","264","98.1","290","556","52.2","0","0.0","0.0","0.0","1","8","1","0","2",
"Vladimír Coufal","czCZE","DF","West Ham","engPremier League","28","1992","24.5","990","1439","68.8","15293","6881","538","630","85.4","362","524","69.1","63","186","33.9","4","2.1","2.6","+1.9","21","63","30","16","113",
"Kalifa Coulibaly","mlMLI","FW","Nantes","frLigue 1","29","1991","9.4","111","191","58.1","1267","281","66","102","64.7","23","50","46.0","3","4","75.0","0","1.3","0.4","-1.3","9","4","5","0","13",
"Lassana Coulibaly","mlMLI","MF","Salernitana","itSerie A","25","1996","25.9","677","834","81.2","10398","3087","361","416","86.8","241","290","83.1","46","66","69.7","0","0.3","0.6","-0.3","10","71","8","2","82",
"Mamadou Coulibaly","snSEN","MF","Salernitana","itSerie A","22","1999","9.0","250","331","75.5","3878","1225","135","160","84.4","83","106","78.3","20","28","71.4","0","0.2","0.3","-0.2","5","31","4","1","37",
"Tanguy Coulibaly","frFRA","FW,MF","Stuttgart","deBundesliga","20","2001","12.0","239","326","73.3","3274","689","147","180","81.7","75","101","74.3","9","19","47.4","1","0.6","0.6","+0.4","8","11","6","2","14",
"Thibaut Courtois","beBEL","GK","Real Madrid","esLa Liga","29","1992","36.0","936","1137","82.3","21923","14425","208","210","99.0","531","537","98.9","192","383","50.1","0","0.0","0.0","0.0","0","5","0","0","1",
"Philippe Coutinho","brBRA","MF,FW","Aston Villa","engPremier League","29","1992","14.8","531","655","81.1","8091","2160","292","340","85.9","175","205","85.4","38","61","62.3","3","2.9","1.7","+0.1","25","71","16","3","94",
"Philippe Coutinho","brBRA","MF,FW","Barcelona","esLa Liga","29","1992","5.6","268","325","82.5","3401","791","172","183","94.0","61","79","77.2","8","27","29.6","0","0.3","1.4","-0.3","1","27","9","2","35",
"Nicolas Cozza","frFRA","DF","Montpellier","frLigue 1","22","1999","30.8","1115","1377","81.0","20482","7047","409","475","86.1","573","658","87.1","109","187","58.3","2","0.6","1.5","+1.4","11","47","9","3","78",
"Alessio Cragno","itITA","GK","Cagliari","itSerie A","27","1994","35.0","775","1216","63.7","27429","23118","97","100","97.0","256","264","97.0","410","830","49.4","0","0.0","0.1","0.0","0","27","0","0","0",
"Aaron Cresswell","engENG","DF","West Ham","engPremier League","31","1989","30.3","1656","2096","79.0","27331","11135","837","912","91.8","650","755","86.1","134","318","42.1","3","3.2","3.0","-0.2","31","131","19","12","186",
"Charlie Cresswell","engENG","DF","Leeds United","engPremier League","18","2002","1.6","75","106","70.8","1560","592","23","29","79.3","43","50","86.0","9","24","37.5","0","0.0","0.0","0.0","0","3","0","0","4",
